"attr_1" "attr_2"
35.5887706566136 13.3790850476362
10.0040005589835 20.0072080513928
35.4105352587067 61.1234830331523
18.9874513959512 10.3465353546198
3.68945822468959 10.3605513379443
25.1037793140858 43.6925497581251
55.7126409001648 2.22236734582111
6.1083190550562 35.824802723946
19.7151078132447 4.39146850374527
60.5495695094578 50.2518034435343
44.6847329766024 19.0337102732155
48.5114476084709 4.36788406921551
5.72065457468852 7.71410677931271
0.491099366918206 25.311334914295
14.0879752242472 55.5657877260819
64.6725423680618 40.3868805011734
31.4225175324827 60.3062343376223
38.4344700782094 27.5504807417747
35.2647015859839 7.04308042768389
7.38581302459352 4.28777016466483
29.6479757956695 7.54675576346926
3.53876906796359 37.2567812586203
58.315900915768 20.0238570314832
62.7018200873863 46.6948383534327
47.8507187427022 50.9581422561314
28.3002793695778 30.178776193643
60.5684226495214 37.5815688306466
22.6567592856009 3.62046766793355
36.0794742545113 8.7429837079253
46.3956330239307 48.0754843703471
19.0846090356354 47.8529265196994
44.1502643260173 15.5396865471266
40.0825930107385 16.8757413316052
43.6407878738828 14.6551997959614
26.0176670376677 64.1662876249757
10.2527740853839 62.8317649604287
23.2053038803861 20.4680652683601
30.2499999827705 16.1194541864097
21.1735786125064 4.96782292844728
49.8611263150815 31.9417990557849
44.466709542321 43.5922794800717
49.8921483801678 50.3701236855704
9.02433472569101 19.424682923127
63.7896037031896 47.004498395836
32.492863626685 56.6424543200992
57.0108645188157 50.2699115523137
47.2859559266362 60.6131658423692
60.2333665883634 15.2742738323286
21.863023849437 7.43385182577185
12.5892879907042 48.9783148211427
17.9347325430717 6.96988613228314
48.6492107925005 6.59789719851688
16.4140373677947 36.4305661269464
31.3204238354228 43.1989197758958
45.813734352123 2.34178536222316
61.8171778344549 0.438499770825729
46.6137896676082 48.8320177758578
16.45994218532 16.6392359486781
62.2834133694414 9.79742809315212
26.9507452228572 31.2847042852081
26.2895676190965 63.3891639846843
23.824536097236 48.1717203650624
8.80504766362719 11.9684033386875
10.0163816474378 22.5165456661489
51.4469845546409 4.36529152560979
